name	id	definition	comment	broad	exact	related
petrous part of temporal bone	UBERON_0001694	The petrous portion of the temporal bone or pyramid is pyramidal and is wedged in at the base of the skull between the sphenoid and occipital bones. Directed medially, forward, and a little upward, it presents for examination a base, an apex, three surfaces, and three angles, and contains, in its interior, the essential parts of the organ of hearing. The petrous portion is among the most basal elements of the skull and forms part of the endocranium.[WP,unvetted].		petrosal	petromastoid part of temporal bone|temporal bone petrous part|pars petrosa ossis temporalis|pars petrosa (os temporale)	petrous bone|petrosal bone
geniculate ganglion	UBERON_0001700	the group of sensory neuron cell bodies associated with the facial nerve (seventh cranial nerve)		geniculate	genicular ganglion|ganglion genicularum|facial VII ganglion|gVII	geniculate ganglion|ganglion geniculi nervi facialis|facial ganglion|internal genu|ganglion geniculi
glossopharyngeal ganglion	UBERON_0001701	The group of neuron cell bodies associated with the ninth cranial nerve.			ganglion of glosspharyngeal nerve|glossopharyngeal IX ganglion|ganglion of glossopharyngeal nerve	gIX
neurocranium	UBERON_0001703	Subdivision of skeletal system that surrounds and protects the brain. Includes the skull base, sensory capsules and the central part of the skull roof.			brain box	brain pan|brain case|braincase
nasal cavity	UBERON_0001707	An anatomical cavity that is part of the olfactory apparatus. This includes the space bounded anteriorly by the nares and posteriorly by the choanae, when these structures are present.			nasal canal|cavity of olfactory apparatus|cavity of nose|nasal conduit space|nasal fossa|olfactory chamber cavity	olfactory pit|olfactory cavity|cavum nasi|nasal pit|cavitas nasalis|cavitas nasi|olfactory chamber
jaw skeleton	UBERON_0001708	Subdivision of skeleton which includes upper and lower jaw skeletons.			jaw|mandibular arch skeleton|jaw cartilage	jaws|pharyngeal arch 1 skeleton|mandibular arch|anterior splanchnocranium|oral jaw skeleton|visceral arch 1
lower jaw region	UBERON_0001710	Subdivision of head that consists of the lower jaw skeletal elements plus associated soft tissue (skin, lips, muscle)[cjm].	See notes for jaw w.r.t skeletal element vs subdivision of head		mandibular part of mouth	lower part of mouth|mandibular series
eyelid	UBERON_0001711	A fold of skin that covers and protects part of the eyeball. Examples: upper eyelid, lower eyelid, nictitating membrane			palpebra|eye lid|blepharon	blephara|palpebrae
cranial ganglion	UBERON_0001714	the groups of nerve cell bodies associated with the twelve cranial nerves			cranial neural ganglion|ganglion of cranial neural tree organ|cranial nerve ganglion|cranial neural tree organ ganglion|cranial ganglion|cranial ganglion/nerve|ganglion of cranial nerve|cranial ganglion part of peripheral nervous system	head ganglion|presumptive cranial ganglia|cranial ganglia
cochlear nucleus	UBERON_0001720	Any of the nuclei of the cochlear nuclear complex.			cochlear nucleus of eighth cranial nerve|nucleus of cochlear nerve|cochlear VIII nucleus|statoacoustic (VIII) nucleus|cochlear nucleus of acoustic nerve	vestibulocochlear nucleus
tongue	UBERON_0001723	A muscular organ in the floor of the mouth.				glossus
cranial synchondrosis	UBERON_0001725	The cartilaginous joints of the skull; these include sphenoethmoidal synchondrosis, sphenooccipital synchondrosis, sphenopetrosal synchondrosis, petrooccipital synchondrosis, anterior intraoccipital synchondrosis and posterior intraoccipital synchondrosis.				
papilla of tongue	UBERON_0001726				tongue papilla|lingual papilla	
taste bud	UBERON_0001727	A specialized receptor organ that is a collection of cells spanning the gustatory epithelium.			tastebud	taste buds|taste-bud|tastebuds|caliculus gustatorius
nasopharynx	UBERON_0001728	the section of the pharynx that lies above the soft palate			nasal part of pharynx|rhinopharynx	epipharynx|Nasenrachenraum|pars nasalis pharyngis
cavity of pharynx	UBERON_0001731	A anatomical space that is enclosed by a pharynx.			pharyngeal cavity|lumen of pharynx	cavitas pharyngealis|cavitas pharyngis
tonsillar ring	UBERON_0001735	the circular lymphoid tissue formed by the lingual, pharyngeal, and facial tonsils			oropharyngeal lymphoid tissue|pharyngeal lymphatic ring|Waldeyer's ring|anulus lymphoideus pharyngis|Waldeyer's tonsillar ring|pharyngeal lymphoid ring	
larynx	UBERON_0001737	A continuation of the pharynx that is involved in breathing, sound production, and protecting the trachea against food aspiration.				Kehlkopf@de
laryngeal cartilage	UBERON_0001739	The cartilaginous structures that support the larynx.			cartilagines laryngeales|larynx cartilage|cartilage of larynx	
ligament of larynx	UBERON_0001743	A ligament that is part of a larynx and connexts the cartilages of the larynx			laryngeal ligament|larynx ligament	
lymphoid tissue	UBERON_0001744	Portion of connective tissue with various types of white blood cells enmeshed in it, most numerous being the lymphocytes[WP].			lymphatic tissue|lymphocytic tissue	
secondary nodular lymphoid tissue	UBERON_0001745	A lymphoid follicle that contains a germinal center.			secondary lymphoid nodule|peripheral lymphoid tissue|secondary lymphoid tissue	
capsule of thyroid gland	UBERON_0001746				thyroid capsule|capsula fibrosa glandulae thyroideae|fibrous capsule of thyroid gland|thyroid gland capsule	
parenchyma of thyroid gland	UBERON_0001747	A parenchyma that is part of a thyroid follicle [Automatically generated definition].			parenchyma of thyroid follicle|thyroid gland follicle parenchyma|parenchyma of thyroid|thyroid gland parenchyma|thyroid parenchyma|thyroid follicle parenchyma|parenchyma of thyroid gland follicle	parenchyma glandulae thyroideae
capsule of parathyroid gland	UBERON_0001748	The dense and irregular connective tissue capsule surrounding a parathyroid gland.			parathyroid gland capsule	
parenchyma of parathyroid gland	UBERON_0001749	A parenchyma that is part of a parathyroid gland [Automatically generated definition].			parathyroid parenchyma|parathyroid gland parenchyma|parenchyma of parathyroid	
lacrimal apparatus	UBERON_0001750	A network of orbital structures of the eye that secrete and drain tears from the surface of the eyeball into the nasal cavity; these parts include the lacrimal glands, lacrimal lake, lacrimal ducts, lacrimal canals, lacrimal sacs, nasolacrimal ducts, and lacrimal puncta.			apparatus lacrimalis|lacrymal system	nasolacrimal system|nasolacrimal drainage system|lacrimal drainage system
dentine	UBERON_0001751	Collagen-rich odontogenic tissue characteristic of teeth and tooth-like skeletal elements (e.g., odontodes); mature dentine is mineralized and develops from predentine tissue; often (but not always) tubular and acellular.	.		dentine of tooth|dentin	
enamel	UBERON_0001752	A dentine-like hypermineralized substance that covers the tooth tip. Enamel's primary mineral is hydroxylapatite, which is a crystalline calcium phosphate. Unlike dentin and bone, enamel does not contain collagen. Instead, it has two unique classes of proteins called amelogenins and enamelins[WP].			enamel tissue|enamel of tooth|tooth enamel	enameloid
cementum	UBERON_0001753	Odontoid tissue that is deposited by cementoblasts onto dentine tissue and functions to attach teeth, odontodes and other odontogenic derivatives to bone tissue and the integument.			cement|cementum|cementum of tooth|cement of tooth	bone of attachment
dental pulp	UBERON_0001754	The part in the center of a tooth made up of living soft tissue and cells called odontoblasts[WP].			pulp of tooth|tooth pulp	dental pulp cell
middle ear	UBERON_0001756	The middle ear is the air-filled cavity within the skull of vertebrates that lies between the outer ear and the inner ear. It is linked to the pharynx (and therefore to outside air) via the Eustachian tube and in mammals contains the three ear ossicles, which transmit auditory vibrations from the outer ear (via the tympanum) to the inner ear (via the oval window)[GO].				auris media
pinna	UBERON_0001757	The part of the ear that projects from the head, connecting to the external acoustic meatus.			auricle of ear|pinna of ear|auricle|auricula|auricula (auris externa)|auricle of external ear	pinnae
periodontium	UBERON_0001758	The tissues that invest or help to invest and support the teeth, including the periodontal ligament, gingivae, cementum, and alveolar and supporting bone[BTO].				paradentium|periodontal membrane|tooth supporting structure|periodontal ligament
vagus nerve	UBERON_0001759	Cranial nerve that branches into the lateral (to body sense organs) and the intestino-accessorial (to the skin, muscles of shoulder, hyoid, larynx, gut, lungs, and heart).		10n	vagus X nerve|vagus|vagus nerve [X]|tenth cranial nerve|vagus nerve tree|nervus vagus [x]	pneuomgastric nerve|vagal nerve|nerve X|cranial nerve X|CN-X|vagus nerve or its root|nervus vagus
odontogenic papilla	UBERON_0001763	A condensation of odontoblasts that forms the part of a tooth germ that gives rise to dentin and pulp in the mature tooth. It lies below a cellular aggregation known as the enamel organ.			odontogenic condensation	tooth mesenchyme|dentinal papilla|papilla dentis|dental papilla|dermal papilla
mammary duct	UBERON_0001765	Epithelial tube that transports milk[GO].	This structure regresses in most males		lactiferous gland duct|lactiferous duct|mammary gland duct	galactophorous duct|lactiferous tubule|galactophorous tubule|mammilary duct|ductus lactiferi
anterior chamber of eyeball	UBERON_0001766	the space in the eye, filled with aqueous humor, and bounded anteriorly by the cornea and a small portion of the sclera and posteriorly by a small portion of the ciliary body, the iris, and part of the crystalline lens			camera anterior|eye anterior chamber|anterior chamber of eye|anterior chamber	camera anterior bulbi oculi|camera oculi anterior|camera anterior bulbi
